country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB","12-04-2026 20:00:00",20.94185,86.11510,PM2.5,30,163,75
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB","12-04-2026 20:00:00",20.94185,86.11510,PM10,37,154,96
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB","12-04-2026 20:00:00","20.48891     ","85.84768     ",NH3,2,2,2
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB","12-04-2026 20:00:00","20.48891     ","85.84768     ",SO2,6,12,9
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB","12-04-2026 20:00:00",21.643900,85.599355,NH3,2,2,2
India,Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB","12-04-2026 20:00:00",22.265816,86.174829,OZONE,8,46,32
India,Odisha,Rourkela,"Sector-2, Rourkela - OSPCB","12-04-2026 20:00:00",22.24500000,84.88111111,PM2.5,51,51,51
India,Meghalaya,Byrnihat,"15th Mile-Nongthymmai, Byrnihat - Meghalaya PCB","12-04-2026 20:00:00",26.05374,91.86796,SO2,1,3,2
India,Meghalaya,Byrnihat,"15th Mile-Nongthymmai, Byrnihat - Meghalaya PCB","12-04-2026 20:00:00",26.05374,91.86796,CO,12,88,16
India,Odisha,Angul,"Hakimapada, Angul - OSPCB","12-04-2026 20:00:00",20.832874,85.104082,PM10,NA,NA,NA
India,Odisha,Angul,"Hakimapada, Angul - OSPCB","12-04-2026 20:00:00",20.832874,85.104082,NH3,NA,NA,NA
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB","12-04-2026 20:00:00",19.235581,73.159121,NO2,10,24,17
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB","12-04-2026 20:00:00",19.222279,72.957979,NO2,4,16,8
India,Nagaland,Kohima,"PWD Junction, Kohima - NPCB","12-04-2026 20:00:00",25.6635413,94.0989878,NH3,1,1,1
India,Punjab,"Mandi Gobindgarh","RIMT University, Mandi Gobindgarh - PPCB","12-04-2026 20:00:00",30.649961,76.331442,OZONE,35,51,42
India,Punjab,Patiala,"Model Town, Patiala - PPCB","12-04-2026 20:00:00",30.349388,76.366642,CO,8,27,13
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements","12-04-2026 20:00:00",31.0325454,76.5623046,PM2.5,12,27,17
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements","12-04-2026 20:00:00",31.0325454,76.5623046,SO2,12,21,15
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB","12-04-2026 20:00:00",26.470859,74.646594,PM10,52,146,96
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB","12-04-2026 20:00:00",26.470859,74.646594,SO2,3,4,3
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB","12-04-2026 20:00:00",26.470859,74.646594,CO,15,104,34
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB","12-04-2026 20:00:00",25.747299,71.393989,PM10,59,142,100
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB","12-04-2026 20:00:00",27.215415,77.50873,PM10,70,182,132
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB","12-04-2026 20:00:00",28.194909,76.862296,OZONE,6,48,29
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB","12-04-2026 20:00:00",28.207266,76.829265,PM2.5,21,257,107
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB","12-04-2026 20:00:00",27.554793,76.611536,NH3,11,19,13
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB","12-04-2026 20:00:00",27.554793,76.611536,SO2,13,31,20
India,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB","12-04-2026 20:00:00",23.555190,74.440010,PM10,78,174,113
India,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB","12-04-2026 20:00:00",23.555190,74.440010,SO2,4,18,11
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB","12-04-2026 20:00:00",25.106006,76.469948,CO,13,60,21
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB","12-04-2026 20:00:00",30.9028,75.8086,NO2,39,43,41
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB","12-04-2026 20:00:00",30.9028,75.8086,NH3,8,9,8
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB","12-04-2026 20:00:00",30.9028,75.8086,OZONE,40,81,67
India,Punjab,"Mandi Gobindgarh","RIMT University, Mandi Gobindgarh - PPCB","12-04-2026 20:00:00",30.649961,76.331442,NO2,NA,NA,NA
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB","12-04-2026 20:00:00",28.018792,73.292658,SO2,NA,NA,NA
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB","12-04-2026 20:00:00",28.018792,73.292658,CO,NA,NA,NA
India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB","12-04-2026 20:00:00",25.435774,75.644272,PM10,60,301,111
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB","12-04-2026 20:00:00",26.895552,76.334753,SO2,4,13,7
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB","12-04-2026 20:00:00",31.321907,75.578914,NH3,2,2,2
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB","12-04-2026 20:00:00","30.736056 ",76.209694,CO,14,27,16
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB","12-04-2026 20:00:00",26.699557,77.898881,SO2,4,24,11
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB","12-04-2026 20:00:00",23.837789,73.714926,SO2,2,6,4
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB","12-04-2026 20:00:00",26.843698,75.766894,NO2,17,51,28
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB","12-04-2026 20:00:00",26.843698,75.766894,NH3,10,23,16
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB","12-04-2026 20:00:00",29.610750,74.283608,PM2.5,38,205,76
India,Rajasthan,"Sawai Madhopur","Sahu Nagar, Sawai Madhopur - RSPCB","12-04-2026 20:00:00",26.031443,76.359327,CO,22,112,40
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB","12-04-2026 20:00:00",27.608912,75.153302,NH3,6,17,7
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB","12-04-2026 20:00:00",27.608912,75.153302,CO,14,102,23
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB","12-04-2026 20:00:00",27.608912,75.153302,OZONE,13,120,109
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB","12-04-2026 20:00:00",24.885261,72.857549,PM10,69,143,103
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB","12-04-2026 20:00:00",24.885261,72.857549,NH3,2,4,3
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB","12-04-2026 20:00:00",24.885261,72.857549,SO2,3,13,5
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB","12-04-2026 20:00:00",24.885261,72.857549,OZONE,20,97,89
India,Rajasthan,"Sri Ganganagar","Old City, Sri Ganganagar - RSPCB","12-04-2026 20:00:00",29.931624,73.864511,NH3,6,7,7
India,Rajasthan,"Sri Ganganagar","Old City, Sri Ganganagar - RSPCB","12-04-2026 20:00:00",29.931624,73.864511,OZONE,1,166,120
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB","12-04-2026 20:00:00",26.159933,75.780517,PM2.5,21,96,54
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB","12-04-2026 20:00:00",26.159933,75.780517,NO2,4,83,20
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB","12-04-2026 20:00:00",26.159933,75.780517,SO2,4,11,5
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB","12-04-2026 20:00:00",26.159933,75.780517,OZONE,9,138,115
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB","12-04-2026 20:00:00",25.771061," 73.340227",SO2,6,12,9
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB","12-04-2026 20:00:00",24.041198,74.780702,PM2.5,30,87,56
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB","12-04-2026 20:00:00",24.041198,74.780702,CO,12,52,17
India,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB","12-04-2026 20:00:00",25.036360,73.883502,CO,28,53,31
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB","12-04-2026 20:00:00",25.196024,75.855668,NH3,4,6,5
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB","12-04-2026 20:00:00",25.196024,75.855668,OZONE,7,159,129
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB","12-04-2026 20:00:00",25.14389,75.821256,PM2.5,94,250,161
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB","12-04-2026 20:00:00",25.14389,75.821256,PM10,103,142,118
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB","12-04-2026 20:00:00",25.14389,75.821256,NO2,7,29,17
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB","12-04-2026 20:00:00",26.295810,73.082283,PM10,29,175,91
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB","12-04-2026 20:00:00",26.215415,73.070156,CO,7,52,15
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB","12-04-2026 20:00:00",26.253384,72.976571,SO2,1,15,4
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB","12-04-2026 20:00:00",26.253384,72.976571,CO,16,30,19
India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB","12-04-2026 20:00:00",26.912329,70.909168,OZONE,16,89,72
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB","12-04-2026 20:00:00",25.344694,72.626208,PM10,52,135,92
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB","12-04-2026 20:00:00",25.344694,72.626208,OZONE,10,117,91
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB","12-04-2026 20:00:00",26.960669,75.771817,PM10,54,259,136
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB","12-04-2026 20:00:00",26.960669,75.771817,SO2,1,89,19
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB","12-04-2026 20:00:00",26.786682,75.827928,NO2,16,131,47
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB","12-04-2026 20:00:00",26.786682,75.827928,SO2,10,19,13
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB","12-04-2026 20:00:00",26.786682,75.827928,PM10,57,371,149
India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB","12-04-2026 20:00:00",28.108988,75.386577,PM2.5,12,232,62
India,TamilNadu,Ooty,"Bombay Castel, Ooty - TNPCB","12-04-2026 20:00:00",11.4068288,76.7138973,OZONE,5,6,6
India,TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB","12-04-2026 20:00:00","8.816428 ",78.099039,CO,24,42,36
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB","12-04-2026 20:00:00",17.460103,78.334361,PM2.5,23,35,28
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB","12-04-2026 20:00:00",17.460103,78.334361,NO2,22,37,29
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB","12-04-2026 20:00:00",17.460103,78.334361,NH3,3,6,4
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB","12-04-2026 20:00:00",17.460103,78.334361,CO,16,34,22
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB","12-04-2026 20:00:00",17.470431,78.566959,PM10,67,81,73
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB","12-04-2026 20:00:00",17.585705,78.126199,SO2,8,12,10
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB","12-04-2026 20:00:00",17.393559,78.339194,PM10,78,98,85
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB","12-04-2026 20:00:00",24.5886166,73.6321397,NO2,3,73,38
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB","12-04-2026 20:00:00",24.5886166,73.6321397,CO,6,126,31
India,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB","12-04-2026 20:00:00",27.338530,88.614099,NO2,6,7,6
India,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB","12-04-2026 20:00:00",27.338530,88.614099,SO2,1,1,1
India,TamilNadu,Chennai,"Arumbakkam, Chennai - TNPCB","12-04-2026 20:00:00",13.0664,"80.2112 ",PM10,25,74,46
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB","12-04-2026 20:00:00",13.1278,80.2642,NH3,3,5,4
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB","12-04-2026 20:00:00",13.1278,80.2642,OZONE,26,35,30
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB","12-04-2026 20:00:00",13.1662,80.2584,NO2,4,7,5
India,TamilNadu,Chennai,"Manali, Chennai - CPCB","12-04-2026 20:00:00",13.164544,80.26285,PM2.5,9,64,27
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB","12-04-2026 20:00:00",17.544899,78.486949,PM2.5,39,60,49
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB","12-04-2026 20:00:00",17.544899,78.486949,NH3,2,5,3
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB","12-04-2026 20:00:00",17.544899,78.486949,OZONE,11,40,36
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB","12-04-2026 20:00:00",17.429398,78.569354,NO2,NA,NA,NA
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB","12-04-2026 20:00:00",17.37206,78.50864,NO2,13,18,15
India,Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB","12-04-2026 20:00:00",17.4559458,78.4332152,NO2,5,34,18
India,Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB","12-04-2026 20:00:00",17.4559458,78.4332152,OZONE,14,19,17
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB","12-04-2026 20:00:00",11.0328,77.0349,PM10,40,76,59
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB","12-04-2026 20:00:00",11.0328,77.0349,SO2,3,18,9
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB","12-04-2026 20:00:00",11.0328,77.0349,OZONE,3,7,6
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB","12-04-2026 20:00:00",10.942451,76.978996,PM2.5,24,74,52
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB","12-04-2026 20:00:00",10.942451,76.978996,NH3,1,1,1
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB","12-04-2026 20:00:00",12.9533,80.2357,OZONE,1,2,2
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB","12-04-2026 20:00:00",13.1036,80.2909,PM10,19,53,34
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB","12-04-2026 20:00:00",13.0052189,80.2398125,NH3,3,3,3
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB","12-04-2026 20:00:00",13.0052189,80.2398125,SO2,4,6,5
India,TamilNadu,Ooty,"Bombay Castel, Ooty - TNPCB","12-04-2026 20:00:00",11.4068288,76.7138973,PM10,68,132,88
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB","12-04-2026 20:00:00",12.9533,80.2357,PM2.5,10,53,29
India,TamilNadu,Madurai,"Uchapatti, Madurai - TNPCB","12-04-2026 20:00:00",9.865935,78.022669,PM10,NA,NA,NA
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB","12-04-2026 20:00:00",27.19865833,78.00598056,OZONE,13,133,109
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB","12-04-2026 20:00:00",27.19412,77.96237,PM2.5,78,302,173
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB","12-04-2026 20:00:00",27.169338,78.03582,PM2.5,5,88,45
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB","12-04-2026 20:00:00",27.169338,78.03582,SO2,71,98,83
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB","12-04-2026 20:00:00",28.964949,77.278761,CO,29,74,43
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB","12-04-2026 20:00:00",17.417094,78.457437,PM2.5,33,56,42
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB","12-04-2026 20:00:00",17.417094,78.457437,SO2,16,19,18
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB","12-04-2026 20:00:00",17.417094,78.457437,CO,10,23,16
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB","12-04-2026 20:00:00",23.8175497,91.2726974,PM2.5,NA,NA,NA
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB","12-04-2026 20:00:00",23.8175497,91.2726974,NO2,18,25,20
India,Uttar_Pradesh,Ghaziabad,"Ved Vihar-Loni, Ghaziabad - UPPCB","12-04-2026 20:00:00","28.739153 ","77.273668 ",CO,41,70,44
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - III, Greater Noida - UPPCB","12-04-2026 20:00:00",28.47272,77.482000,PM10,90,418,190
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB","12-04-2026 20:00:00",28.964949,77.278761,OZONE,1,78,69
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB","12-04-2026 20:00:00",28.406963,77.849831,NH3,6,9,7
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB","12-04-2026 20:00:00",28.685382,77.453839,NH3,7,10,8
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB","12-04-2026 20:00:00",28.6603346,77.3572563,PM2.5,24,340,165
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB","12-04-2026 20:00:00",27.168897,78.376960,NO2,17,17,17
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB","12-04-2026 20:00:00",27.168897,78.376960,NH3,2,2,2
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB","12-04-2026 20:00:00",27.23711,78.01936,NH3,5,5,5
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB","12-04-2026 20:00:00",27.23711,78.01936,OZONE,6,6,6
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB","12-04-2026 20:00:00",28.646233,77.358075,CO,36,104,39
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB","12-04-2026 20:00:00",27.106972,78.000111,PM10,69,212,138
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB","12-04-2026 20:00:00",26.906111,80.948222,CO,16,66,36
India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB","12-04-2026 20:00:00",26.90723,80.98579,NO2,31,32,32
India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB","12-04-2026 20:00:00",26.90723,80.98579,SO2,20,28,21
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB","12-04-2026 20:00:00",26.8458805,80.9365541,PM10,98,156,126
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB","12-04-2026 20:00:00",26.8458805,80.9365541,SO2,1,18,7
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB","12-04-2026 20:00:00",26.8458805,80.9365541,CO,25,74,53
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB","12-04-2026 20:00:00",26.83399722,80.8917361,PM2.5,94,175,139
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB","12-04-2026 20:00:00",26.509954,80.249612,PM2.5,38,109,64
India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB","12-04-2026 20:00:00",26.4703136,80.3229863,PM2.5,40,314,140
India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB","12-04-2026 20:00:00",26.4703136,80.3229863,PM10,36,171,95
India,Uttar_Pradesh,Khora,"Prashant Garden, Khora - UPPCB","12-04-2026 20:00:00",28.61119,77.34206,PM2.5,106,323,232
India,Uttar_Pradesh,Khora,"Prashant Garden, Khora - UPPCB","12-04-2026 20:00:00",28.61119,77.34206,NO2,90,161,111
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB","12-04-2026 20:00:00",28.2348927,77.8683002,PM2.5,NA,NA,NA
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB","12-04-2026 20:00:00",28.2348927,77.8683002,CO,10,62,37
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB","12-04-2026 20:00:00",28.999264,77.7590354,CO,34,70,38
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB","12-04-2026 20:00:00",28.9535882,77.7622941,PM10,98,179,129
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB","12-04-2026 20:00:00",28.9535882,77.7622941,NO2,14,59,30
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB","12-04-2026 20:00:00",29.063510,77.709723,PM10,47,117,74
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - III, Greater Noida - UPPCB","12-04-2026 20:00:00",28.47272,77.482000,SO2,1,24,12
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - III, Greater Noida - UPPCB","12-04-2026 20:00:00",28.47272,77.482000,OZONE,1,138,87
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - V, Greater Noida - UPPCB","12-04-2026 20:00:00",28.557054,77.453663,PM2.5,34,337,156
India,Uttar_Pradesh,Modinagar,"SRM University, Modinagar - UPPCB","12-04-2026 20:00:00","28.798171 ","77.540243 ",PM2.5,55,326,179
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB","12-04-2026 20:00:00",28.83526,78.74460,CO,26,33,30
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB","12-04-2026 20:00:00",28.83526,78.74460,OZONE,13,37,34
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - V, Greater Noida - UPPCB","12-04-2026 20:00:00",28.557054,77.453663,OZONE,4,91,75
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB","12-04-2026 20:00:00",28.725645,77.749675,NO2,13,27,20
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB","12-04-2026 20:00:00",26.906111,80.948222,PM2.5,58,157,100
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB","12-04-2026 20:00:00",29.063510,77.709723,NH3,5,8,6
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB","12-04-2026 20:00:00",26.428282,80.327067,SO2,16,20,17
India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB","12-04-2026 20:00:00",28.569230,77.393848,NO2,16,108,48
India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB","12-04-2026 20:00:00",28.569230,77.393848,CO,3,106,15
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB","12-04-2026 20:00:00",25.425602,81.917152,SO2,21,95,62
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB","12-04-2026 20:00:00",25.425602,81.917152,CO,10,48,16
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB","12-04-2026 20:00:00",25.425602,81.917152,OZONE,20,48,42
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB","12-04-2026 20:00:00",25.494,81.863,OZONE,9,59,51
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB","12-04-2026 20:00:00","25.44919916 ","81.82735986 ",PM2.5,19,47,32
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB","12-04-2026 20:00:00","25.44919916 ","81.82735986 ",PM10,37,216,74
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB","12-04-2026 20:00:00","25.44919916 ","81.82735986 ",OZONE,11,12,12
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB","12-04-2026 20:00:00",25.262326,82.995408,CO,3,6,4
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB","12-04-2026 20:00:00",25.32393,82.99687,PM2.5,30,66,50
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB","12-04-2026 20:00:00",25.32393,82.99687,SO2,30,30,30
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB","12-04-2026 20:00:00",25.32393,82.99687,CO,12,24,14
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB","12-04-2026 20:00:00",28.88528,78.73880,SO2,26,29,27
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB","12-04-2026 20:00:00",28.856664,78.772638,NH3,6,6,6
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB","12-04-2026 20:00:00",28.802625,78.753728,SO2,47,50,48
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB","12-04-2026 20:00:00",27.5714090,77.6557570,CO,16,50,19
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB","12-04-2026 20:00:00",30.269444,78.044167,PM10,26,52,38
India,Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB","12-04-2026 20:00:00",25.3505986,82.9083074,NO2,39,44,42
India,Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB","12-04-2026 20:00:00",25.3505986,82.9083074,SO2,10,11,11
India,Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB","12-04-2026 20:00:00",25.3505986,82.9083074,OZONE,13,33,24
India,Uttar_Pradesh,Noida,"Sector - 62, Noida - IMD","12-04-2026 20:00:00",28.6245479,77.3577104,PM10,74,251,138
India,Uttar_Pradesh,Noida,"Sector - 62, Noida - IMD","12-04-2026 20:00:00",28.6245479,77.3577104,NO2,20,26,22
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB","12-04-2026 20:00:00",28.5898,77.3101,NH3,6,17,10
